,Column 4,Column 5,Column 6,Column 7,Column 8,Column 9,Column 10,Column 11,Column 12,Column 13,Column 14
10,#TouchScreen:,#TouchScreen:,#TouchScreen:,#TouchScreen:,#TouchScreen:,#TouchScreen:,#TouchScreen:,#TouchScreen:,#TouchScreen:,#TouchScreen:,#TouchScreen:
11,#PanelTechnology:OLED,#PanelTechnology:OLED,#PanelTechnology:OLED,#PanelTechnology:OLED,#PanelTechnology:OLED,#PanelTechnology:OLED,#PanelTechnology:OLED,#PanelTechnology:OLED,#PanelTechnology:OLED,#PanelTechnology:OLED,#PanelTechnology:OLED
12,#VariableRefreshSupport:None,#VariableRefreshSupport:None,#VariableRefreshSupport:None,#VariableRefreshSupport:None,#VariableRefreshSupport:None,#VariableRefreshSupport:None,#VariableRefreshSupport:None,#VariableRefreshSupport:None,#VariableRefreshSupport:None,#VariableRefreshSupport:None,#VariableRefreshSupport:None
13,#ScreenRefreshRate:60 Hz,#ScreenRefreshRate:60 Hz,#ScreenRefreshRate:90 Hz,#ScreenRefreshRate:60 Hz,#ScreenRefreshRate:60 Hz,#ScreenRefreshRate:60 Hz,#ScreenRefreshRate:60 Hz,#ScreenRefreshRate:60 Hz,#ScreenRefreshRate:60 Hz,#ScreenRefreshRate:60 Hz,#ScreenRefreshRate:90 Hz
14,#GraphicsProcessor:Nvidia GeForce RTX 3060,#GraphicsProcessor:Nvidia GeForce RTX 3050 Ti,#GraphicsProcessor:Nvidia GeForce RTX 3060 Laptop GPU,#GraphicsProcessor:Intel Iris Xe Graphics,#GraphicsProcessor:Intel Iris Xe Graphics,#GraphicsProcessor:Qualcomm Adreno GPU,#GraphicsProcessor:Nvidia GeForce RTX 3070 Laptop GPU,#GraphicsProcessor:Nvidia GeForce RTX 3070 Laptop GPU,#GraphicsProcessor:Nvidia GeForce RTX 3050 Ti Laptop GPU,#GraphicsProcessor:Nvidia GeForce RTX 2060,#GraphicsProcessor:AMD Radeon Graphics
15,#GraphicsMemory:6 GB,#GraphicsMemory:4 GB,#GraphicsMemory:6 GB,#GraphicsMemory:,#GraphicsMemory:,#GraphicsMemory:,#GraphicsMemory:8 GB,#GraphicsMemory:8 GB,#GraphicsMemory:4 GB,#GraphicsMemory:6 GB,#GraphicsMemory:
16,"#WirelessNetworking:Wi-Fi 6E, Bluetooth",#WirelessNetworking:Wi-Fi 6E,"#WirelessNetworking:802.11ax (Wi-Fi 6), Bluetooth","#WirelessNetworking:Wi-Fi 6E, Bluetooth 5.2","#WirelessNetworking:Wi-Fi 6E, Bluetooth","#WirelessNetworking:802.11ax (Wi-Fi 6), Bluetooth","#WirelessNetworking:802.11ax (Wi-Fi 6), Bluetooth","#WirelessNetworking:802.11ax (Wi-Fi 6), Bluetooth","#WirelessNetworking:802.11ax (Wi-Fi 6), Bluetooth","#WirelessNetworking:802.11ax, Bluetooth","#WirelessNetworking:802.11ax (Wi-Fi 6), Bluetooth"
17,#DimensionsHwd:0.78 by 14.1 by 9.9 inches,#DimensionsHwd:0.73 by 13.6 by 9.1 inches,#DimensionsHwd:0.78 by 12.3 by 8.9 inches,#DimensionsHwd:0.59 by 11.67 by by 8.26 inches,#DimensionsHwd:0.67 by 11.7 by 8.7 inches,#DimensionsHwd:0.28 by 12 by 7.4 inches,#DimensionsHwd:0.77 by 14.25 by 10.4 inches,#DimensionsHwd:0.78 by 14 by 9.8 inches,#DimensionsHwd:0.74 by 14.19 by 10.19 inches,#DimensionsHwd:0.94 by 14.1 by 9.7 inches,#DimensionsHwd:0.59 by 12.3 by 8.5 inches
18,#Weight:5.12 pounds,#Weight:4.31 lbs,#Weight:3.75 lbs,#Weight:2.43 lbs,#Weight:3.01 lbs,#Weight:2.24 lbs,#Weight:5.29 lbs,#Weight:4.4 lbs,#Weight:4.19 lbs,#Weight:5.5 lbs,#Weight:2.42 lbs
19,#OperatingSystem:Windows 11 Home,#OperatingSystem:Windows 11,#OperatingSystem:Windows 11,#OperatingSystem:Windows 11 Home,#OperatingSystem:Windows 11 Pro,#OperatingSystem:Google Chrome OS,#OperatingSystem:Windows 10,#OperatingSystem:Windows 10 Pro,#OperatingSystem:Windows 10,#OperatingSystem:Windows 10 Pro,#OperatingSystem:Windows 11 Home
20,#TestedBatteryLifeHoursMinutes:15:00,#TestedBatteryLifeHoursMinutes:12:47,#TestedBatteryLifeHoursMinutes:10:03,#TestedBatteryLifeHoursMinutes:13:51,#TestedBatteryLifeHoursMinutes:15:10,#TestedBatteryLifeHoursMinutes:21:10,#TestedBatteryLifeHoursMinutes:6:04,#TestedBatteryLifeHoursMinutes:8:45,#TestedBatteryLifeHoursMinutes:14:33,#TestedBatteryLifeHoursMinutes:5:22,#TestedBatteryLifeHoursMinutes:13:56
21,"#WhereToBuy:$1,389.99;at HP;(Opens in a new window)","#WhereToBuy:$2,099.00;at Dell;(Opens in a new window)","#WhereToBuy:$1,369.99;at Amazon;(Opens in a new window)","#WhereToBuy:$1,499.99;at Amazon;(Opens in a new window)",#WhereToBuy:$999.99;at HP;(Opens in a new window),#WhereToBuy:$379.00;at Lenovo;(Opens in a new window);$499.00;at Best Buy;(Opens in a new window),"#WhereToBuy:$1,649.99;at Amazon;(Opens in a new window);$1,599.99;at Asus;(Opens in a new window)","#WhereToBuy:$3,289.99;at Amazon;(Opens in a new window);$2,199.99;at Newegg;(Opens in a new window)","#WhereToBuy:$1,358.99;at Amazon;(Opens in a new window)","#WhereToBuy:$3,299.99;at Amazon;(Opens in a new window)","#WhereToBuy:$1,259.99;at Lenovo;(Opens in a new window);$988.33;at Amazon;(Opens in a new window)"
22,"HP Envy 16 Image;HP Envy 16;See It;$1,389.99;at HP;(Opens in a new window)","Dell XPS 15 OLED (9520) Image;Dell XPS 15 OLED (9520);See It;$2,099.00;at Dell;(Opens in a new window)","Acer Predator Triton 300 SE (2022) Image;Acer Predator Triton 300 SE (2022);Check Stock;$1,369.99;at Amazon;(Opens in a new window)","Asus Zenbook S 13 Flip OLED Image;Asus Zenbook S 13 Flip OLED;See It;$1,499.99;at Amazon;(Opens in a new window)",HP Spectre x360 13.5 (2022) Image;HP Spectre x360 13.5 (2022);See It;$999.99;at HP;(Opens in a new window),Lenovo IdeaPad Duet 5 Chromebook Image;Lenovo IdeaPad Duet 5 Chromebook;See It;$379.00;at Lenovo;(Opens in a new window),"Asus ProArt Studiobook 16 OLED (H5600) Image;Asus ProArt Studiobook 16 OLED (H5600);See It;$1,649.99;at Amazon;(Opens in a new window)","Gigabyte Aero 15 OLED XC Image;Gigabyte Aero 15 OLED XC;Check Stock;$3,289.99;at Amazon;(Opens in a new window)","Asus Vivobook Pro 16X OLED Image;Asus Vivobook Pro 16X OLED;See It;$1,358.99;at Amazon;(Opens in a new window)","Is This the Big-Screen Future? Meet the Asus ZenBook Pro Duo;Asus ZenBook Pro Duo;Check Stock;$3,299.99;at Amazon;(Opens in a new window)","Lenovo IdeaPad Slim 7 Carbon Image;Lenovo IdeaPad Slim 7 Carbon;See It;$1,259.99;at Lenovo;(Opens in a new window)"
23,#EditorsRating:Editors' Choice;4.5;Editor Review,#EditorsRating:Editors' Choice;4.5;Editor Review,#EditorsRating:4.0;Editor Review,#EditorsRating:4.0;Editor Review,#EditorsRating:Editors' Choice;4.0;Editor Review,#EditorsRating:Editors' Choice;4.0;Editor Review,#EditorsRating:4.0;Editor Review,#EditorsRating:Editors' Choice;4.5;Editor Review,#EditorsRating:4.0;Editor Review,#EditorsRating:4.0;Editor Review,#EditorsRating:Editors' Choice;4.0;Editor Review
24,#LaptopClass:Desktop Replacement,#LaptopClass:Desktop Replacement,#LaptopClass:Gaming,"#LaptopClass:Convertible 2-in-1, Ultraportable",#LaptopClass:Convertible 2-in-1,"#LaptopClass:Chromebook, Detachable 2-in-1",#LaptopClass:Desktop Replacement,#LaptopClass:Desktop Replacement,#LaptopClass:Desktop Replacement,#LaptopClass:Desktop Replacement,#LaptopClass:Ultraportable
25,#Processor:Intel Core i7-12700H,#Processor:Intel Core i7-12700H,#Processor:Intel Core i9-12900H,#Processor:Intel Core i7-1260P,#Processor:Intel Core i7-1255U,#Processor:Qualcomm Snapdragon 7c Gen 2,#Processor:AMD Ryzen 9 5900HX,#Processor:Intel Core i7-10870H,#Processor:AMD Ryzen 9 5900HX,#Processor:Intel Core i9-9980HK,#Processor:AMD Ryzen 7 5800U
26,#ProcessorSpeed:,#ProcessorSpeed:,#ProcessorSpeed:,#ProcessorSpeed:,#ProcessorSpeed:,#ProcessorSpeed:2.55 GHz,#ProcessorSpeed:3.3 GHz,#ProcessorSpeed:2.2 GHz,#ProcessorSpeed:3.3 GHz,#ProcessorSpeed:2.4 GHz,#ProcessorSpeed:1.9 GHz
27,#RamAsTested:16 GB,#RamAsTested:16 GB,#RamAsTested:32 GB,#RamAsTested:16 GB,#RamAsTested:16 GB,#RamAsTested:8 GB,#RamAsTested:32 GB,#RamAsTested:32 GB,#RamAsTested:32 GB,#RamAsTested:32 GB,#RamAsTested:16 GB
28,#BootDriveType:SSD,#BootDriveType:SSD,#BootDriveType:SSD,#BootDriveType:SSD,#BootDriveType:SSD,#BootDriveType:eMMC Flash Memory,#BootDriveType:SSD,#BootDriveType:SSD,#BootDriveType:SSD,#BootDriveType:SSD,#BootDriveType:SSD
29,#BootDriveCapacityAsTested:1 TB,#BootDriveCapacityAsTested:512 GB,#BootDriveCapacityAsTested:1 TB,#BootDriveCapacityAsTested:1 TB,#BootDriveCapacityAsTested:1 TB,#BootDriveCapacityAsTested:128 GB,#BootDriveCapacityAsTested:2 TB,#BootDriveCapacityAsTested:1 TB,#BootDriveCapacityAsTested:1 TB,#BootDriveCapacityAsTested:1 TB,#BootDriveCapacityAsTested:512 GB
30,#ScreenSize:16 inches,#ScreenSize:15.6 inches,#ScreenSize:14 inches,#ScreenSize:13.3 inches,#ScreenSize:13.5 inches,#ScreenSize:13.3 inches,#ScreenSize:16 inches,#ScreenSize:15.6 inches,#ScreenSize:16 inches,#ScreenSize:15.6 inches,#ScreenSize:14 inches
31,#NativeDisplayResolution:3840 by 2400,#NativeDisplayResolution:3456 by 2160,#NativeDisplayResolution:2800 by 1800,#NativeDisplayResolution:2880 by 1800,#NativeDisplayResolution:3000 by 2000,#NativeDisplayResolution:1920 by 1080,#NativeDisplayResolution:3840 by 2400,#NativeDisplayResolution:3840 by 2160,#NativeDisplayResolution:3840 by 2400,#NativeDisplayResolution:3840 by 2160,#NativeDisplayResolution:2880 by 1800
32,#TouchScreen:,#TouchScreen:,#TouchScreen:,#TouchScreen:,#TouchScreen:,#TouchScreen:,#TouchScreen:,#TouchScreen:,#TouchScreen:,#TouchScreen:,#TouchScreen:
33,#PanelTechnology:OLED,#PanelTechnology:OLED,#PanelTechnology:OLED,#PanelTechnology:OLED,#PanelTechnology:OLED,#PanelTechnology:OLED,#PanelTechnology:OLED,#PanelTechnology:OLED,#PanelTechnology:OLED,#PanelTechnology:OLED,#PanelTechnology:OLED
34,#VariableRefreshSupport:None,#VariableRefreshSupport:None,#VariableRefreshSupport:None,#VariableRefreshSupport:None,#VariableRefreshSupport:None,#VariableRefreshSupport:None,#VariableRefreshSupport:None,#VariableRefreshSupport:None,#VariableRefreshSupport:None,#VariableRefreshSupport:None,#VariableRefreshSupport:None
35,#ScreenRefreshRate:60 Hz,#ScreenRefreshRate:60 Hz,#ScreenRefreshRate:90 Hz,#ScreenRefreshRate:60 Hz,#ScreenRefreshRate:60 Hz,#ScreenRefreshRate:60 Hz,#ScreenRefreshRate:60 Hz,#ScreenRefreshRate:60 Hz,#ScreenRefreshRate:60 Hz,#ScreenRefreshRate:60 Hz,#ScreenRefreshRate:90 Hz
36,#GraphicsProcessor:Nvidia GeForce RTX 3060,#GraphicsProcessor:Nvidia GeForce RTX 3050 Ti,#GraphicsProcessor:Nvidia GeForce RTX 3060 Laptop GPU,#GraphicsProcessor:Intel Iris Xe Graphics,#GraphicsProcessor:Intel Iris Xe Graphics,#GraphicsProcessor:Qualcomm Adreno GPU,#GraphicsProcessor:Nvidia GeForce RTX 3070 Laptop GPU,#GraphicsProcessor:Nvidia GeForce RTX 3070 Laptop GPU,#GraphicsProcessor:Nvidia GeForce RTX 3050 Ti Laptop GPU,#GraphicsProcessor:Nvidia GeForce RTX 2060,#GraphicsProcessor:AMD Radeon Graphics
37,#GraphicsMemory:6 GB,#GraphicsMemory:4 GB,#GraphicsMemory:6 GB,#GraphicsMemory:,#GraphicsMemory:,#GraphicsMemory:,#GraphicsMemory:8 GB,#GraphicsMemory:8 GB,#GraphicsMemory:4 GB,#GraphicsMemory:6 GB,#GraphicsMemory:
38,"#WirelessNetworking:Wi-Fi 6E, Bluetooth",#WirelessNetworking:Wi-Fi 6E,"#WirelessNetworking:802.11ax (Wi-Fi 6), Bluetooth","#WirelessNetworking:Wi-Fi 6E, Bluetooth 5.2","#WirelessNetworking:Wi-Fi 6E, Bluetooth","#WirelessNetworking:802.11ax (Wi-Fi 6), Bluetooth","#WirelessNetworking:802.11ax (Wi-Fi 6), Bluetooth","#WirelessNetworking:802.11ax (Wi-Fi 6), Bluetooth","#WirelessNetworking:802.11ax (Wi-Fi 6), Bluetooth","#WirelessNetworking:802.11ax, Bluetooth","#WirelessNetworking:802.11ax (Wi-Fi 6), Bluetooth"
39,#DimensionsHwd:0.78 by 14.1 by 9.9 inches,#DimensionsHwd:0.73 by 13.6 by 9.1 inches,#DimensionsHwd:0.78 by 12.3 by 8.9 inches,#DimensionsHwd:0.59 by 11.67 by by 8.26 inches,#DimensionsHwd:0.67 by 11.7 by 8.7 inches,#DimensionsHwd:0.28 by 12 by 7.4 inches,#DimensionsHwd:0.77 by 14.25 by 10.4 inches,#DimensionsHwd:0.78 by 14 by 9.8 inches,#DimensionsHwd:0.74 by 14.19 by 10.19 inches,#DimensionsHwd:0.94 by 14.1 by 9.7 inches,#DimensionsHwd:0.59 by 12.3 by 8.5 inches
40,#Weight:5.12 pounds,#Weight:4.31 lbs,#Weight:3.75 lbs,#Weight:2.43 lbs,#Weight:3.01 lbs,#Weight:2.24 lbs,#Weight:5.29 lbs,#Weight:4.4 lbs,#Weight:4.19 lbs,#Weight:5.5 lbs,#Weight:2.42 lbs
41,#OperatingSystem:Windows 11 Home,#OperatingSystem:Windows 11,#OperatingSystem:Windows 11,#OperatingSystem:Windows 11 Home,#OperatingSystem:Windows 11 Pro,#OperatingSystem:Google Chrome OS,#OperatingSystem:Windows 10,#OperatingSystem:Windows 10 Pro,#OperatingSystem:Windows 10,#OperatingSystem:Windows 10 Pro,#OperatingSystem:Windows 11 Home
42,#TestedBatteryLifeHoursMinutes:15:00,#TestedBatteryLifeHoursMinutes:12:47,#TestedBatteryLifeHoursMinutes:10:03,#TestedBatteryLifeHoursMinutes:13:51,#TestedBatteryLifeHoursMinutes:15:10,#TestedBatteryLifeHoursMinutes:21:10,#TestedBatteryLifeHoursMinutes:6:04,#TestedBatteryLifeHoursMinutes:8:45,#TestedBatteryLifeHoursMinutes:14:33,#TestedBatteryLifeHoursMinutes:5:22,#TestedBatteryLifeHoursMinutes:13:56
43,"#WhereToBuy:$1,389.99;at HP;(Opens in a new window)","#WhereToBuy:$2,099.00;at Dell;(Opens in a new window)","#WhereToBuy:$1,369.99;at Amazon;(Opens in a new window)","#WhereToBuy:$1,499.99;at Amazon;(Opens in a new window)",#WhereToBuy:$999.99;at HP;(Opens in a new window),#WhereToBuy:$379.00;at Lenovo;(Opens in a new window);$499.00;at Best Buy;(Opens in a new window),"#WhereToBuy:$1,649.99;at Amazon;(Opens in a new window);$1,599.99;at Asus;(Opens in a new window)","#WhereToBuy:$3,289.99;at Amazon;(Opens in a new window);$2,199.99;at Newegg;(Opens in a new window)","#WhereToBuy:$1,358.99;at Amazon;(Opens in a new window)","#WhereToBuy:$3,299.99;at Amazon;(Opens in a new window)","#WhereToBuy:$1,259.99;at Lenovo;(Opens in a new window);$988.33;at Amazon;(Opens in a new window)"
